Session,ID,Gesture,Frame,Is_Gesture
S08,P019,Agestural,1,0
S08,P019,Agestural,2,0
S08,P019,Agestural,3,0
S08,P019,Agestural,4,0
S08,P019,Agestural,5,0
S08,P019,Agestural,6,0
S08,P019,Agestural,7,0
S08,P019,Agestural,8,0
S08,P019,Agestural,9,0
S08,P019,Agestural,10,0
S08,P019,Agestural,11,0
S08,P019,Agestural,12,0
S08,P019,Agestural,13,0
S08,P019,Agestural,14,0
S08,P019,Agestural,15,0
S08,P019,Agestural,16,0
S08,P019,Agestural,17,0
S08,P019,Agestural,18,0
S08,P019,Agestural,19,0
S08,P019,Agestural,20,0
S08,P019,Agestural,21,0
S08,P019,Agestural,22,0
S08,P019,Agestural,23,0
S08,P019,Agestural,24,0
S08,P019,Agestural,25,0
S08,P019,Agestural,26,0
S08,P019,Agestural,27,0
S08,P019,Agestural,28,0
S08,P019,Agestural,29,0
S08,P019,Agestural,30,0
S08,P019,Agestural,31,0
S08,P019,Agestural,32,0
S08,P019,Agestural,33,0
S08,P019,Agestural,34,0
S08,P019,Agestural,35,0
S08,P019,Agestural,36,0
S08,P019,Agestural,37,0
S08,P019,Agestural,38,0
S08,P019,Agestural,39,0
S08,P019,Agestural,40,0
S08,P019,Agestural,41,0
S08,P019,Agestural,42,0
S08,P019,Agestural,43,0
S08,P019,Agestural,44,0
S08,P019,Agestural,45,0
S08,P019,Agestural,46,0
S08,P019,Agestural,47,0
S08,P019,Agestural,48,0
S08,P019,Agestural,49,0
S08,P019,Agestural,50,0
S08,P019,Agestural,51,0
S08,P019,Agestural,52,0
S08,P019,Agestural,53,0
S08,P019,Agestural,54,0
S08,P019,Agestural,55,0
S08,P019,Agestural,56,0
S08,P019,Agestural,57,0
S08,P019,Agestural,58,0
S08,P019,Agestural,59,0
S08,P019,Agestural,60,0
S08,P019,Agestural,61,0
S08,P019,Agestural,62,0
S08,P019,Agestural,63,0
S08,P019,Agestural,64,0
S08,P019,Agestural,65,0
S08,P019,Agestural,66,0
S08,P019,Agestural,67,0
S08,P019,Agestural,68,0
S08,P019,Agestural,69,0
S08,P019,Agestural,70,0
S08,P019,Agestural,71,0
S08,P019,Agestural,72,0
S08,P019,Agestural,73,0
S08,P019,Agestural,74,0
S08,P019,Agestural,75,0
S08,P019,Agestural,76,0
S08,P019,Agestural,77,0
