Session,ID,Gesture,Frame,Is_Gesture
S04,P011,Agestural,1,0
S04,P011,Agestural,2,0
S04,P011,Agestural,3,0
S04,P011,Agestural,4,0
S04,P011,Agestural,5,0
S04,P011,Agestural,6,0
S04,P011,Agestural,7,0
S04,P011,Agestural,8,0
S04,P011,Agestural,9,0
S04,P011,Agestural,10,0
S04,P011,Agestural,11,0
S04,P011,Agestural,12,0
S04,P011,Agestural,13,0
S04,P011,Agestural,14,0
S04,P011,Agestural,15,0
S04,P011,Agestural,16,0
S04,P011,Agestural,17,0
S04,P011,Agestural,18,0
S04,P011,Agestural,19,0
S04,P011,Agestural,20,0
S04,P011,Agestural,21,0
S04,P011,Agestural,22,0
S04,P011,Agestural,23,0
S04,P011,Agestural,24,0
S04,P011,Agestural,25,0
S04,P011,Agestural,26,0
S04,P011,Agestural,27,0
S04,P011,Agestural,28,0
S04,P011,Agestural,29,0
S04,P011,Agestural,30,0
S04,P011,Agestural,31,0
S04,P011,Agestural,32,0
S04,P011,Agestural,33,0
S04,P011,Agestural,34,0
S04,P011,Agestural,35,0
S04,P011,Agestural,36,0
S04,P011,Agestural,37,0
S04,P011,Agestural,38,0
S04,P011,Agestural,39,0
S04,P011,Agestural,40,0
S04,P011,Agestural,41,0
S04,P011,Agestural,42,0
S04,P011,Agestural,43,0
S04,P011,Agestural,44,0
S04,P011,Agestural,45,0
S04,P011,Agestural,46,0
S04,P011,Agestural,47,0
S04,P011,Agestural,48,0
S04,P011,Agestural,49,0
S04,P011,Agestural,50,0
S04,P011,Agestural,51,0
S04,P011,Agestural,52,0
S04,P011,Agestural,53,0
S04,P011,Agestural,54,0
S04,P011,Agestural,55,0
S04,P011,Agestural,56,0
S04,P011,Agestural,57,0
S04,P011,Agestural,58,0
S04,P011,Agestural,59,0
S04,P011,Agestural,60,0
S04,P011,Agestural,61,0
S04,P011,Agestural,62,0
S04,P011,Agestural,63,0
S04,P011,Agestural,64,0
S04,P011,Agestural,65,0
S04,P011,Agestural,66,0
S04,P011,Agestural,67,0
S04,P011,Agestural,68,0
S04,P011,Agestural,69,0
S04,P011,Agestural,70,0
S04,P011,Agestural,71,0
S04,P011,Agestural,72,0
S04,P011,Agestural,73,0
S04,P011,Agestural,74,0
S04,P011,Agestural,75,0
S04,P011,Agestural,76,0
S04,P011,Agestural,77,0
S04,P011,Agestural,78,0
S04,P011,Agestural,79,0
S04,P011,Agestural,80,0
S04,P011,Agestural,81,0
S04,P011,Agestural,82,0
S04,P011,Agestural,83,0
S04,P011,Agestural,84,0
S04,P011,Agestural,85,0
S04,P011,Agestural,86,0
S04,P011,Agestural,87,0
S04,P011,Agestural,88,0
S04,P011,Agestural,89,0
S04,P011,Agestural,90,0
S04,P011,Agestural,91,0
S04,P011,Agestural,92,0
S04,P011,Agestural,93,0
S04,P011,Agestural,94,0
S04,P011,Agestural,95,0
S04,P011,Agestural,96,0
S04,P011,Agestural,97,0
S04,P011,Agestural,98,0
S04,P011,Agestural,99,0
S04,P011,Agestural,100,0
S04,P011,Agestural,101,0
S04,P011,Agestural,102,0
S04,P011,Agestural,103,0
S04,P011,Agestural,104,0
S04,P011,Agestural,105,0
S04,P011,Agestural,106,0
S04,P011,Agestural,107,0
S04,P011,Agestural,108,0
S04,P011,Agestural,109,0
S04,P011,Agestural,110,0
S04,P011,Agestural,111,0
S04,P011,Agestural,112,0
S04,P011,Agestural,113,0
S04,P011,Agestural,114,0
S04,P011,Agestural,115,0
S04,P011,Agestural,116,0
S04,P011,Agestural,117,0
S04,P011,Agestural,118,0
S04,P011,Agestural,119,0
S04,P011,Agestural,120,0
S04,P011,Agestural,121,0
S04,P011,Agestural,122,0
S04,P011,Agestural,123,0
S04,P011,Agestural,124,0
S04,P011,Agestural,125,0
S04,P011,Agestural,126,0
S04,P011,Agestural,127,0
S04,P011,Agestural,128,0
S04,P011,Agestural,129,0
S04,P011,Agestural,130,0
S04,P011,Agestural,131,0
S04,P011,Agestural,132,0
S04,P011,Agestural,133,0
S04,P011,Agestural,134,0
S04,P011,Agestural,135,0
S04,P011,Agestural,136,0
S04,P011,Agestural,137,0
S04,P011,Agestural,138,0
S04,P011,Agestural,139,0
S04,P011,Agestural,140,0
S04,P011,Agestural,141,0
S04,P011,Agestural,142,0
S04,P011,Agestural,143,0
S04,P011,Agestural,144,0
S04,P011,Agestural,145,0
S04,P011,Agestural,146,0
S04,P011,Agestural,147,0
S04,P011,Agestural,148,0
S04,P011,Agestural,149,0
S04,P011,Agestural,150,0
S04,P011,Agestural,151,0
S04,P011,Agestural,152,0
S04,P011,Agestural,153,0
S04,P011,Agestural,154,0
S04,P011,Agestural,155,0
S04,P011,Agestural,156,0
S04,P011,Agestural,157,0
S04,P011,Agestural,158,0
S04,P011,Agestural,159,0
S04,P011,Agestural,160,0
S04,P011,Agestural,161,0
S04,P011,Agestural,162,0
S04,P011,Agestural,163,0
S04,P011,Agestural,164,0
S04,P011,Agestural,165,0
S04,P011,Agestural,166,0
S04,P011,Agestural,167,0
S04,P011,Agestural,168,0
S04,P011,Agestural,169,0
S04,P011,Agestural,170,0
S04,P011,Agestural,171,0
S04,P011,Agestural,172,0
S04,P011,Agestural,173,0
S04,P011,Agestural,174,0
S04,P011,Agestural,175,0
S04,P011,Agestural,176,0
S04,P011,Agestural,177,0
S04,P011,Agestural,178,0
S04,P011,Agestural,179,0
S04,P011,Agestural,180,0
S04,P011,Agestural,181,0
S04,P011,Agestural,182,0
S04,P011,Agestural,183,0
S04,P011,Agestural,184,0
S04,P011,Agestural,185,0
S04,P011,Agestural,186,0
S04,P011,Agestural,187,0
S04,P011,Agestural,188,0
S04,P011,Agestural,189,0
S04,P011,Agestural,190,0
S04,P011,Agestural,191,0
S04,P011,Agestural,192,0
S04,P011,Agestural,193,0
S04,P011,Agestural,194,0
S04,P011,Agestural,195,0
S04,P011,Agestural,196,0
S04,P011,Agestural,197,0
S04,P011,Agestural,198,0
S04,P011,Agestural,199,0
S04,P011,Agestural,200,0
S04,P011,Agestural,201,0
S04,P011,Agestural,202,0
S04,P011,Agestural,203,0
S04,P011,Agestural,204,0
S04,P011,Agestural,205,0
S04,P011,Agestural,206,0
S04,P011,Agestural,207,0
S04,P011,Agestural,208,0
S04,P011,Agestural,209,0
S04,P011,Agestural,210,0
S04,P011,Agestural,211,0
S04,P011,Agestural,212,0
S04,P011,Agestural,213,0
S04,P011,Agestural,214,0
S04,P011,Agestural,215,0
S04,P011,Agestural,216,0
S04,P011,Agestural,217,0
S04,P011,Agestural,218,0
S04,P011,Agestural,219,0
S04,P011,Agestural,220,0
S04,P011,Agestural,221,0
S04,P011,Agestural,222,0
S04,P011,Agestural,223,0
S04,P011,Agestural,224,0
S04,P011,Agestural,225,0
S04,P011,Agestural,226,0
S04,P011,Agestural,227,0
S04,P011,Agestural,228,0
S04,P011,Agestural,229,0
S04,P011,Agestural,230,0
S04,P011,Agestural,231,0
S04,P011,Agestural,232,0
S04,P011,Agestural,233,0
S04,P011,Agestural,234,0
S04,P011,Agestural,235,0
S04,P011,Agestural,236,0
S04,P011,Agestural,237,0
S04,P011,Agestural,238,0
S04,P011,Agestural,239,0
S04,P011,Agestural,240,0
S04,P011,Agestural,241,0
S04,P011,Agestural,242,0
S04,P011,Agestural,243,0
S04,P011,Agestural,244,0
S04,P011,Agestural,245,0
S04,P011,Agestural,246,0
S04,P011,Agestural,247,0
S04,P011,Agestural,248,0
S04,P011,Agestural,249,0
S04,P011,Agestural,250,0
S04,P011,Agestural,251,0
S04,P011,Agestural,252,0
S04,P011,Agestural,253,0
S04,P011,Agestural,254,0
S04,P011,Agestural,255,0
S04,P011,Agestural,256,0
S04,P011,Agestural,257,0
S04,P011,Agestural,258,0
S04,P011,Agestural,259,0
S04,P011,Agestural,260,0
S04,P011,Agestural,261,0
S04,P011,Agestural,262,0
S04,P011,Agestural,263,0
S04,P011,Agestural,264,0
S04,P011,Agestural,265,0
S04,P011,Agestural,266,0
S04,P011,Agestural,267,0
S04,P011,Agestural,268,0
S04,P011,Agestural,269,0
S04,P011,Agestural,270,0
S04,P011,Agestural,271,0
S04,P011,Agestural,272,0
S04,P011,Agestural,273,0
S04,P011,Agestural,274,0
S04,P011,Agestural,275,0
S04,P011,Agestural,276,0
S04,P011,Agestural,277,0
S04,P011,Agestural,278,0
S04,P011,Agestural,279,0
S04,P011,Agestural,280,0
S04,P011,Agestural,281,0
S04,P011,Agestural,282,0
S04,P011,Agestural,283,0
S04,P011,Agestural,284,0
S04,P011,Agestural,285,0
S04,P011,Agestural,286,0
S04,P011,Agestural,287,0
S04,P011,Agestural,288,0
S04,P011,Agestural,289,0
S04,P011,Agestural,290,0
S04,P011,Agestural,291,0
S04,P011,Agestural,292,0
S04,P011,Agestural,293,0
S04,P011,Agestural,294,0
S04,P011,Agestural,295,0
S04,P011,Agestural,296,0
S04,P011,Agestural,297,0
S04,P011,Agestural,298,0
S04,P011,Agestural,299,0
S04,P011,Agestural,300,0
S04,P011,Agestural,301,0
S04,P011,Agestural,302,0
S04,P011,Agestural,303,0
S04,P011,Agestural,304,0
S04,P011,Agestural,305,0
S04,P011,Agestural,306,0
S04,P011,Agestural,307,0
S04,P011,Agestural,308,0
S04,P011,Agestural,309,0
S04,P011,Agestural,310,0
S04,P011,Agestural,311,0
S04,P011,Agestural,312,0
S04,P011,Agestural,313,0
S04,P011,Agestural,314,0
S04,P011,Agestural,315,0
S04,P011,Agestural,316,0
S04,P011,Agestural,317,0
S04,P011,Agestural,318,0
S04,P011,Agestural,319,0
S04,P011,Agestural,320,0
S04,P011,Agestural,321,0
S04,P011,Agestural,322,0
S04,P011,Agestural,323,0
S04,P011,Agestural,324,0
S04,P011,Agestural,325,0
S04,P011,Agestural,326,0
S04,P011,Agestural,327,0
S04,P011,Agestural,328,0
S04,P011,Agestural,329,0
S04,P011,Agestural,330,0
S04,P011,Agestural,331,0
S04,P011,Agestural,332,0
S04,P011,Agestural,333,0
S04,P011,Agestural,334,0
S04,P011,Agestural,335,0
S04,P011,Agestural,336,0
S04,P011,Agestural,337,0
S04,P011,Agestural,338,0
S04,P011,Agestural,339,0
S04,P011,Agestural,340,0
S04,P011,Agestural,341,0
S04,P011,Agestural,342,0
S04,P011,Agestural,343,0
