Session,ID,Frame,MotionEnergy
S05,P013,1,10942
S05,P013,2,10040
S05,P013,3,9485
S05,P013,4,7576
S05,P013,5,6481
S05,P013,6,5438
S05,P013,7,5353
S05,P013,8,6202
S05,P013,9,6078
S05,P013,10,5663
S05,P013,11,5414
S05,P013,12,4829
S05,P013,13,4346
S05,P013,14,3851
S05,P013,15,3312
S05,P013,16,3218
S05,P013,17,3448
S05,P013,18,3645
S05,P013,19,3822
S05,P013,20,4172
S05,P013,21,3793
S05,P013,22,3318
S05,P013,23,3566
S05,P013,24,4223
S05,P013,25,4527
S05,P013,26,4912
S05,P013,27,5202
S05,P013,28,4519
S05,P013,29,2795
S05,P013,30,1363
S05,P013,31,793
S05,P013,32,497
S05,P013,33,463
S05,P013,34,641
S05,P013,35,707
S05,P013,36,478
S05,P013,37,275
S05,P013,38,75
S05,P013,39,8
S05,P013,40,48
S05,P013,41,49
S05,P013,42,1
S05,P013,43,0
S05,P013,44,5
S05,P013,45,5
S05,P013,46,1
S05,P013,47,0
S05,P013,48,1
S05,P013,49,21
S05,P013,50,3
S05,P013,51,6
S05,P013,52,0
S05,P013,53,1
S05,P013,54,0
S05,P013,55,177
S05,P013,56,540
S05,P013,57,678
S05,P013,58,902
S05,P013,59,813
S05,P013,60,785
S05,P013,61,431
S05,P013,62,235
S05,P013,63,68
S05,P013,64,271
S05,P013,65,1452
S05,P013,66,2941
S05,P013,67,4554
S05,P013,68,5689
S05,P013,69,6323
S05,P013,70,6650
S05,P013,71,6900
S05,P013,72,7034
S05,P013,73,7492
S05,P013,74,7469
S05,P013,75,7327
S05,P013,76,6884
S05,P013,77,6148
S05,P013,78,5158
S05,P013,79,4032
S05,P013,80,3083
S05,P013,81,1873
S05,P013,82,1300
S05,P013,83,1661
S05,P013,84,2638
S05,P013,85,3482
S05,P013,86,4661
S05,P013,87,5296
S05,P013,88,5886
S05,P013,89,5847
S05,P013,90,5504
S05,P013,91,4629
S05,P013,92,4053
S05,P013,93,3141
S05,P013,94,2374
S05,P013,95,1411
S05,P013,96,913
S05,P013,97,585
S05,P013,98,240
S05,P013,99,258
S05,P013,100,285
S05,P013,101,454
S05,P013,102,335
S05,P013,103,169
S05,P013,104,91
S05,P013,105,76
S05,P013,106,108
S05,P013,107,153
S05,P013,108,229
S05,P013,109,314
S05,P013,110,534
S05,P013,111,490
S05,P013,112,421
S05,P013,113,458
S05,P013,114,440
S05,P013,115,274
S05,P013,116,184
S05,P013,117,19
S05,P013,118,2
S05,P013,119,19
S05,P013,120,50
S05,P013,121,24
S05,P013,122,24
S05,P013,123,0
S05,P013,124,0
S05,P013,125,7
S05,P013,126,41
S05,P013,127,82
S05,P013,128,5
S05,P013,129,10
S05,P013,130,23
S05,P013,131,22
S05,P013,132,67
S05,P013,133,167
S05,P013,134,229
S05,P013,135,372
S05,P013,136,348
S05,P013,137,294
S05,P013,138,236
S05,P013,139,243
S05,P013,140,152
S05,P013,141,87
S05,P013,142,45
S05,P013,143,2
S05,P013,144,0
S05,P013,145,0
S05,P013,146,0
S05,P013,147,0
S05,P013,148,0
S05,P013,149,0
S05,P013,150,3
S05,P013,151,0
S05,P013,152,0
S05,P013,153,0
S05,P013,154,0
S05,P013,155,0
S05,P013,156,0
S05,P013,157,0
S05,P013,158,0
S05,P013,159,0
S05,P013,160,0
S05,P013,161,0
S05,P013,162,0
S05,P013,163,1
S05,P013,164,0
S05,P013,165,1
S05,P013,166,0
S05,P013,167,0
S05,P013,168,0
S05,P013,169,0
S05,P013,170,0
S05,P013,171,0
S05,P013,172,0
S05,P013,173,0
S05,P013,174,0
S05,P013,175,0
S05,P013,176,0
S05,P013,177,0
S05,P013,178,0
S05,P013,179,0
S05,P013,180,0
S05,P013,181,0
S05,P013,182,0
S05,P013,183,0
S05,P013,184,0
S05,P013,185,0
S05,P013,186,0
S05,P013,187,0
S05,P013,188,0
S05,P013,189,0
S05,P013,190,0
S05,P013,191,0
S05,P013,192,0
S05,P013,193,0
S05,P013,194,0
S05,P013,195,0
S05,P013,196,0
S05,P013,197,0
S05,P013,198,0
S05,P013,199,0
S05,P013,200,0
S05,P013,201,0
S05,P013,202,0
S05,P013,203,0
S05,P013,204,0
S05,P013,205,0
S05,P013,206,0
S05,P013,207,0
S05,P013,208,0
S05,P013,209,0
S05,P013,210,0
S05,P013,211,0
S05,P013,212,0
S05,P013,213,0
S05,P013,214,0
S05,P013,215,0
S05,P013,216,0
S05,P013,217,0
S05,P013,218,0
S05,P013,219,0
S05,P013,220,0
S05,P013,221,0
S05,P013,222,0
S05,P013,223,0
S05,P013,224,0
S05,P013,225,0
S05,P013,226,0
S05,P013,227,0
S05,P013,228,0
S05,P013,229,0
S05,P013,230,0
S05,P013,231,0
S05,P013,232,0
S05,P013,233,0
S05,P013,234,0
S05,P013,235,0
S05,P013,236,0
S05,P013,237,0
S05,P013,238,0
S05,P013,239,0
S05,P013,240,0
S05,P013,241,0
S05,P013,242,0
S05,P013,243,0
S05,P013,244,0
S05,P013,245,0
S05,P013,246,0
S05,P013,247,0
S05,P013,248,0
S05,P013,249,0
S05,P013,250,0
S05,P013,251,0
S05,P013,252,0
S05,P013,253,0
S05,P013,254,0
S05,P013,255,0
S05,P013,256,0
S05,P013,257,0
S05,P013,258,0
S05,P013,259,0
S05,P013,260,0
S05,P013,261,0
S05,P013,262,0
S05,P013,263,0
S05,P013,264,0
S05,P013,265,0
S05,P013,266,0
S05,P013,267,0
S05,P013,268,0
S05,P013,269,0
S05,P013,270,0
S05,P013,271,0
S05,P013,272,0
S05,P013,273,0
S05,P013,274,69
S05,P013,275,36
S05,P013,276,0
S05,P013,277,0
S05,P013,278,11
S05,P013,279,12
S05,P013,280,0
S05,P013,281,0
S05,P013,282,0
S05,P013,283,0
S05,P013,284,0
S05,P013,285,0
S05,P013,286,0
S05,P013,287,0
S05,P013,288,0
S05,P013,289,0
S05,P013,290,0
S05,P013,291,0
S05,P013,292,0
S05,P013,293,0
S05,P013,294,0
S05,P013,295,0
S05,P013,296,0
S05,P013,297,0
S05,P013,298,0
S05,P013,299,0
S05,P013,300,0
S05,P013,301,0
S05,P013,302,0
S05,P013,303,0
S05,P013,304,0
S05,P013,305,0
S05,P013,306,0
S05,P013,307,0
S05,P013,308,0
S05,P013,309,0
S05,P013,310,0
S05,P013,311,0
S05,P013,312,0
S05,P013,313,0
S05,P013,314,0
S05,P013,315,0
S05,P013,316,0
S05,P013,317,0
S05,P013,318,0
S05,P013,319,0
S05,P013,320,0
S05,P013,321,0
S05,P013,322,0
S05,P013,323,0
S05,P013,324,0
S05,P013,325,0
S05,P013,326,0
S05,P013,327,53
S05,P013,328,21
S05,P013,329,0
S05,P013,330,9
S05,P013,331,0
S05,P013,332,0
S05,P013,333,0
S05,P013,334,0
S05,P013,335,0
S05,P013,336,0
S05,P013,337,0
S05,P013,338,0
S05,P013,339,0
S05,P013,340,0
S05,P013,341,0
S05,P013,342,0
S05,P013,343,0
S05,P013,344,0
S05,P013,345,0
S05,P013,346,0
S05,P013,347,0
S05,P013,348,0
S05,P013,349,0
S05,P013,350,0
S05,P013,351,0
S05,P013,352,0
S05,P013,353,0
S05,P013,354,0
S05,P013,355,0
S05,P013,356,0
S05,P013,357,0
S05,P013,358,0
S05,P013,359,0
S05,P013,360,0
S05,P013,361,0
S05,P013,362,0
S05,P013,363,0
S05,P013,364,0
S05,P013,365,0
S05,P013,366,0
S05,P013,367,0
S05,P013,368,0
S05,P013,369,0
S05,P013,370,0
S05,P013,371,0
S05,P013,372,0
S05,P013,373,0
S05,P013,374,0
S05,P013,375,0
S05,P013,376,0
S05,P013,377,0
S05,P013,378,0
S05,P013,379,0
S05,P013,380,0
S05,P013,381,0
S05,P013,382,0
S05,P013,383,0
S05,P013,384,0
S05,P013,385,0
S05,P013,386,0
S05,P013,387,0
S05,P013,388,0
S05,P013,389,0
S05,P013,390,0
S05,P013,391,0
S05,P013,392,0
S05,P013,393,0
S05,P013,394,0
S05,P013,395,0
S05,P013,396,0
S05,P013,397,0
S05,P013,398,0
S05,P013,399,0
S05,P013,400,0
S05,P013,401,0
S05,P013,402,0
S05,P013,403,0
S05,P013,404,0
S05,P013,405,0
S05,P013,406,0
S05,P013,407,0
S05,P013,408,0
S05,P013,409,0
S05,P013,410,0
S05,P013,411,0
S05,P013,412,0
S05,P013,413,0
S05,P013,414,0
S05,P013,415,1
S05,P013,416,25
S05,P013,417,0
S05,P013,418,7
S05,P013,419,3
S05,P013,420,0
S05,P013,421,0
S05,P013,422,0
S05,P013,423,0
S05,P013,424,0
S05,P013,425,0
S05,P013,426,0
S05,P013,427,0
S05,P013,428,0
S05,P013,429,0
S05,P013,430,0
S05,P013,431,0
S05,P013,432,0
S05,P013,433,0
S05,P013,434,0
S05,P013,435,0
S05,P013,436,0
S05,P013,437,0
S05,P013,438,0
S05,P013,439,0
S05,P013,440,0
S05,P013,441,0
S05,P013,442,0
S05,P013,443,0
S05,P013,444,0
S05,P013,445,0
S05,P013,446,0
S05,P013,447,0
S05,P013,448,0
S05,P013,449,0
S05,P013,450,0
S05,P013,451,4
S05,P013,452,4
S05,P013,453,31
S05,P013,454,19
S05,P013,455,2
S05,P013,456,0
S05,P013,457,6
S05,P013,458,3
S05,P013,459,11
S05,P013,460,18
S05,P013,461,8
S05,P013,462,0
S05,P013,463,0
S05,P013,464,0
S05,P013,465,0
S05,P013,466,0
S05,P013,467,0
S05,P013,468,0
S05,P013,469,0
S05,P013,470,0
S05,P013,471,0
S05,P013,472,0
S05,P013,473,0
S05,P013,474,0
S05,P013,475,0
S05,P013,476,0
S05,P013,477,0
S05,P013,478,0
S05,P013,479,0
S05,P013,480,0
S05,P013,481,0
S05,P013,482,0
S05,P013,483,0
S05,P013,484,19
S05,P013,485,28
S05,P013,486,4
S05,P013,487,0
S05,P013,488,0
S05,P013,489,0
S05,P013,490,0
S05,P013,491,0
S05,P013,492,0
S05,P013,493,0
S05,P013,494,0
S05,P013,495,0
S05,P013,496,0
S05,P013,497,0
S05,P013,498,6
S05,P013,499,15
S05,P013,500,41
S05,P013,501,41
S05,P013,502,35
S05,P013,503,25
S05,P013,504,46
S05,P013,505,34
S05,P013,506,0
S05,P013,507,0
S05,P013,508,0
S05,P013,509,0
S05,P013,510,0
S05,P013,511,0
S05,P013,512,0
S05,P013,513,0
S05,P013,514,0
S05,P013,515,0
S05,P013,516,0
S05,P013,517,0
S05,P013,518,0
S05,P013,519,0
S05,P013,520,0
S05,P013,521,0
S05,P013,522,0
S05,P013,523,0
S05,P013,524,0
S05,P013,525,0
S05,P013,526,0
S05,P013,527,0
S05,P013,528,0
S05,P013,529,0
S05,P013,530,0
S05,P013,531,0
S05,P013,532,0
S05,P013,533,0
S05,P013,534,0
S05,P013,535,0
S05,P013,536,0
S05,P013,537,0
S05,P013,538,0
S05,P013,539,0
S05,P013,540,0
S05,P013,541,0
S05,P013,542,0
S05,P013,543,0
S05,P013,544,73
S05,P013,545,20
S05,P013,546,0
S05,P013,547,12
S05,P013,548,3
S05,P013,549,0
S05,P013,550,0
S05,P013,551,0
S05,P013,552,0
S05,P013,553,0
S05,P013,554,0
S05,P013,555,0
S05,P013,556,0
S05,P013,557,0
S05,P013,558,0
S05,P013,559,0
S05,P013,560,0
S05,P013,561,0
S05,P013,562,0
S05,P013,563,0
S05,P013,564,0
S05,P013,565,0
S05,P013,566,0
S05,P013,567,0
S05,P013,568,0
S05,P013,569,0
S05,P013,570,0
S05,P013,571,0
S05,P013,572,0
S05,P013,573,0
S05,P013,574,0
S05,P013,575,0
S05,P013,576,0
S05,P013,577,0
S05,P013,578,0
S05,P013,579,0
S05,P013,580,0
S05,P013,581,0
S05,P013,582,0
S05,P013,583,0
S05,P013,584,0
S05,P013,585,0
S05,P013,586,9
S05,P013,587,80
S05,P013,588,0
S05,P013,589,0
S05,P013,590,0
S05,P013,591,6
S05,P013,592,6
S05,P013,593,0
S05,P013,594,0
S05,P013,595,0
S05,P013,596,0
S05,P013,597,0
S05,P013,598,0
S05,P013,599,0
S05,P013,600,0
S05,P013,601,0
S05,P013,602,0
S05,P013,603,0
S05,P013,604,0
S05,P013,605,0
S05,P013,606,0
S05,P013,607,0
S05,P013,608,0
S05,P013,609,0
S05,P013,610,0
S05,P013,611,0
S05,P013,612,0
S05,P013,613,0
S05,P013,614,0
S05,P013,615,0
S05,P013,616,0
S05,P013,617,0
S05,P013,618,0
S05,P013,619,0
S05,P013,620,0
S05,P013,621,0
S05,P013,622,0
S05,P013,623,0
S05,P013,624,0
S05,P013,625,0
S05,P013,626,0
S05,P013,627,0
S05,P013,628,0
S05,P013,629,0
S05,P013,630,0
S05,P013,631,0
S05,P013,632,0
S05,P013,633,0
S05,P013,634,0
S05,P013,635,0
S05,P013,636,0
S05,P013,637,0
S05,P013,638,0
S05,P013,639,0
S05,P013,640,0
S05,P013,641,0
S05,P013,642,0
S05,P013,643,0
S05,P013,644,0
S05,P013,645,0
S05,P013,646,0
S05,P013,647,22
S05,P013,648,33
S05,P013,649,0
S05,P013,650,12
S05,P013,651,4
S05,P013,652,0
S05,P013,653,0
S05,P013,654,0
S05,P013,655,0
S05,P013,656,0
S05,P013,657,0
S05,P013,658,0
S05,P013,659,0
S05,P013,660,0
S05,P013,661,0
S05,P013,662,0
S05,P013,663,0
S05,P013,664,0
S05,P013,665,0
S05,P013,666,0
S05,P013,667,0
S05,P013,668,0
S05,P013,669,0
S05,P013,670,0
S05,P013,671,0
S05,P013,672,0
S05,P013,673,0
S05,P013,674,0
S05,P013,675,0
S05,P013,676,0
S05,P013,677,0
S05,P013,678,0
S05,P013,679,0
S05,P013,680,0
S05,P013,681,0
S05,P013,682,0
S05,P013,683,0
S05,P013,684,0
S05,P013,685,0
S05,P013,686,0
S05,P013,687,0
S05,P013,688,0
S05,P013,689,0
S05,P013,690,0
S05,P013,691,0
S05,P013,692,0
S05,P013,693,0
S05,P013,694,0
S05,P013,695,0
S05,P013,696,0
S05,P013,697,0
S05,P013,698,0
S05,P013,699,0
S05,P013,700,0
S05,P013,701,0
S05,P013,702,0
S05,P013,703,0
S05,P013,704,0
S05,P013,705,0
S05,P013,706,0
S05,P013,707,0
S05,P013,708,0
S05,P013,709,0
S05,P013,710,0
S05,P013,711,0
S05,P013,712,0
S05,P013,713,0
S05,P013,714,0
S05,P013,715,0
S05,P013,716,0
S05,P013,717,0
S05,P013,718,0
S05,P013,719,0
S05,P013,720,0
S05,P013,721,0
S05,P013,722,0
S05,P013,723,0
S05,P013,724,0
S05,P013,725,0
S05,P013,726,0
S05,P013,727,0
S05,P013,728,0
S05,P013,729,0
S05,P013,730,0
S05,P013,731,0
S05,P013,732,0
S05,P013,733,0
S05,P013,734,0
S05,P013,735,0
S05,P013,736,0
S05,P013,737,0
S05,P013,738,0
S05,P013,739,0
S05,P013,740,0
S05,P013,741,0
S05,P013,742,0
S05,P013,743,0
S05,P013,744,0
S05,P013,745,0
S05,P013,746,0
S05,P013,747,0
S05,P013,748,0
S05,P013,749,0
S05,P013,750,0
S05,P013,751,0
S05,P013,752,0
S05,P013,753,0
S05,P013,754,0
S05,P013,755,0
S05,P013,756,0
S05,P013,757,0
S05,P013,758,0
S05,P013,759,0
S05,P013,760,0
S05,P013,761,0
S05,P013,762,0
S05,P013,763,0
S05,P013,764,0
S05,P013,765,35
S05,P013,766,28
S05,P013,767,0
S05,P013,768,16
S05,P013,769,4
S05,P013,770,0
S05,P013,771,0
S05,P013,772,0
S05,P013,773,0
S05,P013,774,0
S05,P013,775,0
S05,P013,776,0
S05,P013,777,0
S05,P013,778,0
S05,P013,779,0
S05,P013,780,0
S05,P013,781,0
S05,P013,782,0
S05,P013,783,0
S05,P013,784,0
S05,P013,785,0
S05,P013,786,0
S05,P013,787,0
S05,P013,788,0
S05,P013,789,0
S05,P013,790,0
S05,P013,791,0
S05,P013,792,0
S05,P013,793,33
S05,P013,794,36
S05,P013,795,0
S05,P013,796,0
S05,P013,797,8
S05,P013,798,4
S05,P013,799,0
S05,P013,800,0
S05,P013,801,0
S05,P013,802,0
S05,P013,803,0
S05,P013,804,0
S05,P013,805,0
S05,P013,806,0
S05,P013,807,0
S05,P013,808,0
S05,P013,809,0
S05,P013,810,0
S05,P013,811,0
S05,P013,812,0
S05,P013,813,0
S05,P013,814,0
S05,P013,815,0
S05,P013,816,0
S05,P013,817,0
S05,P013,818,0
S05,P013,819,0
S05,P013,820,0
S05,P013,821,0
S05,P013,822,0
S05,P013,823,0
S05,P013,824,23
S05,P013,825,46
S05,P013,826,0
S05,P013,827,0
S05,P013,828,2
S05,P013,829,3
S05,P013,830,0
S05,P013,831,0
S05,P013,832,0
S05,P013,833,0
S05,P013,834,0
S05,P013,835,0
