Session,Frame,LeftPlayerMotion,RightPlayerMotion
S08,1,949,19114
S08,2,872,38
S08,3,890,0
S08,4,973,0
S08,5,1075,0
S08,6,966,0
S08,7,1101,0
S08,8,1122,0
S08,9,1119,0
S08,10,1050,0
S08,11,989,0
S08,12,806,7
S08,13,546,0
S08,14,245,0
S08,15,55,0
S08,16,1,0
S08,17,49,0
S08,18,59,0
S08,19,34,0
S08,20,34,0
S08,21,35,0
S08,22,49,0
S08,23,45,0
S08,24,71,0
S08,25,151,0
S08,26,212,8
S08,27,157,21
S08,28,72,3
S08,29,10,0
S08,30,0,0
S08,31,1,0
S08,32,5,0
S08,33,18,0
S08,34,24,0
S08,35,0,0
S08,36,27,0
S08,37,307,0
S08,38,923,0
S08,39,1287,0
S08,40,1579,0
S08,41,1709,0
S08,42,1415,0
S08,43,1127,0
S08,44,653,0
S08,45,367,0
S08,46,205,0
S08,47,289,0
S08,48,660,0
S08,49,775,0
S08,50,1001,0
S08,51,1265,10
S08,52,1257,25
S08,53,1470,8
S08,54,1622,0
S08,55,1615,0
S08,56,1793,0
S08,57,1855,0
S08,58,1959,0
S08,59,1588,0
S08,60,1416,0
S08,61,1294,0
S08,62,1103,0
S08,63,1001,0
S08,64,1586,0
S08,65,3635,78
S08,66,5148,140
S08,67,5729,235
S08,68,5286,180
S08,69,5248,70
S08,70,4930,3
S08,71,5112,1
S08,72,5047,15
S08,73,4603,32
S08,74,3864,80
S08,75,3260,64
S08,76,2904,19
S08,77,2440,8
S08,78,2186,1
S08,79,1757,1
S08,80,1415,15
S08,81,1299,67
S08,82,981,79
S08,83,720,200
S08,84,674,283
S08,85,817,354
S08,86,916,438
S08,87,1129,590
S08,88,1354,735
S08,89,1219,1190
S08,90,1225,1751
S08,91,887,1534
S08,92,700,1111
S08,93,430,2915
S08,94,263,3849
S08,95,260,1793
S08,96,311,1727
S08,97,382,1278
S08,98,403,2175
S08,99,493,1195
S08,100,668,522
S08,101,876,725
S08,102,1033,517
S08,103,1152,146
S08,104,1094,51
S08,105,999,10
S08,106,667,0
S08,107,454,0
S08,108,271,0
S08,109,218,0
S08,110,117,0
S08,111,67,0
S08,112,121,0
S08,113,104,6
S08,114,77,67
S08,115,43,51
S08,116,56,5
S08,117,57,0
S08,118,46,8
S08,119,125,0
S08,120,286,0
S08,121,709,0
S08,122,1107,0
S08,123,920,0
S08,124,759,0
S08,125,1599,0
S08,126,2068,0
S08,127,2144,0
S08,128,1932,0
S08,129,1629,0
S08,130,1302,0
S08,131,1030,0
S08,132,893,0
S08,133,859,0
S08,134,774,0
S08,135,590,0
S08,136,337,0
S08,137,89,0
S08,138,22,0
S08,139,29,0
S08,140,0,0
S08,141,0,0
S08,142,27,0
S08,143,21,0
S08,144,10,0
S08,145,5,0
S08,146,0,0
S08,147,4,0
S08,148,1,0
S08,149,5,0
S08,150,3,0
S08,151,8,0
S08,152,8,0
S08,153,9,0
S08,154,11,0
S08,155,25,0
S08,156,23,0
S08,157,45,0
S08,158,29,0
S08,159,18,0
S08,160,17,0
S08,161,6,0
S08,162,6,0
S08,163,0,0
S08,164,0,0
S08,165,0,0
S08,166,0,0
S08,167,0,0
S08,168,0,0
S08,169,0,0
S08,170,0,0
S08,171,0,0
S08,172,0,0
S08,173,0,0
S08,174,0,0
S08,175,0,0
S08,176,0,0
S08,177,0,0
S08,178,0,0
S08,179,2,2
S08,180,18,45
S08,181,0,5
S08,182,0,0
S08,183,0,0
S08,184,0,0
S08,185,0,0
S08,186,0,0
S08,187,0,0
S08,188,0,0
S08,189,0,0
S08,190,1,0
S08,191,0,0
S08,192,28,0
S08,193,15,0
S08,194,0,0
S08,195,0,0
S08,196,17,0
S08,197,11,0
S08,198,0,0
S08,199,0,0
S08,200,0,0
S08,201,0,0
S08,202,0,0
S08,203,0,0
S08,204,0,64
S08,205,4,9
S08,206,8,0
S08,207,15,8
S08,208,21,0
S08,209,53,0
S08,210,52,0
S08,211,49,0
S08,212,42,0
S08,213,35,0
S08,214,24,0
S08,215,4,0
S08,216,4,0
S08,217,2,0
S08,218,8,0
S08,219,2,0
S08,220,2,0
S08,221,0,0
