Session,Frame,LeftPlayerMotion,RightPlayerMotion
S10,1,0,0
S10,2,0,0
S10,3,4,0
S10,4,19,0
S10,5,7,27
S10,6,0,6
S10,7,0,0
S10,8,0,0
S10,9,0,0
S10,10,0,0
S10,11,0,38
S10,12,0,48
S10,13,0,132
S10,14,0,242
S10,15,0,316
S10,16,0,266
S10,17,0,246
S10,18,0,224
S10,19,0,448
S10,20,0,743
S10,21,0,842
S10,22,7,780
S10,23,5,711
S10,24,15,465
S10,25,21,293
S10,26,6,2790
S10,27,0,4507
S10,28,3,4736
S10,29,0,3821
S10,30,0,2591
S10,31,0,2182
S10,32,0,1688
S10,33,0,1020
S10,34,0,633
S10,35,0,352
S10,36,8,97
S10,37,0,54
S10,38,5,50
S10,39,0,17
S10,40,0,26
S10,41,2,145
S10,42,1,780
S10,43,0,1129
S10,44,0,1078
S10,45,0,1238
S10,46,0,1193
S10,47,0,2207
S10,48,0,3087
S10,49,0,3058
S10,50,0,2905
S10,51,0,1384
S10,52,0,1791
S10,53,23,2257
S10,54,83,3400
S10,55,162,4451
S10,56,222,5701
S10,57,282,6864
S10,58,318,7408
S10,59,371,8606
S10,60,547,9750
S10,61,789,10624
S10,62,1039,11042
S10,63,1121,11384
S10,64,1157,11081
S10,65,1199,9850
S10,66,996,8058
S10,67,754,6125
S10,68,541,3739
S10,69,317,1858
S10,70,163,764
S10,71,271,213
S10,72,583,97
S10,73,802,709
S10,74,973,4049
S10,75,1042,7004
S10,76,1196,8961
S10,77,1201,8700
S10,78,992,5517
S10,79,869,5955
S10,80,682,6328
S10,81,455,6296
S10,82,297,6017
S10,83,234,5486
S10,84,212,5088
S10,85,174,4866
S10,86,77,4194
S10,87,0,3616
S10,88,0,2983
S10,89,0,2406
S10,90,0,1884
S10,91,1,1360
S10,92,0,897
S10,93,0,508
S10,94,0,85
S10,95,4,35
S10,96,0,36
S10,97,0,23
S10,98,0,10
S10,99,0,24
S10,100,0,306
S10,101,0,3756
S10,102,0,4026
S10,103,17,308
S10,104,13,765
S10,105,10,3148
S10,106,0,776
S10,107,0,820
S10,108,0,474
S10,109,0,828
S10,110,5,2733
S10,111,27,1583
S10,112,70,139
S10,113,92,49
S10,114,35,0
S10,115,31,40
S10,116,66,87
S10,117,52,51
S10,118,40,17
S10,119,9,6
S10,120,16,3
S10,121,0,14
S10,122,30,5
S10,123,0,0
S10,124,35,38
S10,125,44,51
S10,126,35,95
S10,127,29,137
S10,128,20,66
S10,129,6,9
S10,130,0,0
S10,131,0,0
S10,132,1,0
S10,133,0,0
S10,134,0,0
S10,135,0,0
S10,136,0,0
S10,137,0,0
S10,138,2,0
S10,139,0,2
S10,140,0,0
S10,141,0,0
S10,142,0,0
S10,143,0,0
S10,144,0,0
S10,145,0,0
S10,146,0,0
S10,147,0,0
S10,148,0,0
S10,149,0,0
S10,150,0,0
S10,151,0,40
S10,152,0,106
S10,153,0,473
S10,154,0,1318
S10,155,0,1258
S10,156,0,1509
S10,157,0,2184
S10,158,0,2256
S10,159,0,2483
S10,160,0,2073
S10,161,0,821
S10,162,0,240
S10,163,0,149
S10,164,0,249
S10,165,0,224
S10,166,0,189
S10,167,0,212
S10,168,0,178
S10,169,0,159
S10,170,0,142
S10,171,0,139
S10,172,0,378
S10,173,0,82
S10,174,0,2
S10,175,0,7
S10,176,0,57
S10,177,0,120
S10,178,0,185
S10,179,0,269
S10,180,0,325
S10,181,0,357
S10,182,0,352
S10,183,3,314
S10,184,0,232
S10,185,0,121
S10,186,0,12
S10,187,0,0
S10,188,0,0
S10,189,0,0
S10,190,0,0
S10,191,0,2
S10,192,0,22
S10,193,0,73
S10,194,0,145
S10,195,0,164
S10,196,0,253
S10,197,2,278
S10,198,0,329
S10,199,0,406
S10,200,0,357
S10,201,0,344
S10,202,0,280
S10,203,0,141
S10,204,0,28
S10,205,0,24
S10,206,0,0
S10,207,15,0
S10,208,54,0
S10,209,97,0
S10,210,123,0
S10,211,127,0
S10,212,62,1
S10,213,6,18
S10,214,1,11
S10,215,9,24
S10,216,4,34
S10,217,3,62
S10,218,0,52
S10,219,0,30
S10,220,0,29
S10,221,0,7
S10,222,0,18
S10,223,0,5
S10,224,0,0
S10,225,0,0
S10,226,0,0
S10,227,0,0
S10,228,0,0
S10,229,0,0
S10,230,0,0
S10,231,0,0
S10,232,0,12
S10,233,0,37
S10,234,0,0
S10,235,0,0
S10,236,0,127
S10,237,0,207
S10,238,0,107
S10,239,0,160
S10,240,0,10
S10,241,0,7
S10,242,0,69
S10,243,0,131
S10,244,0,104
S10,245,0,46
S10,246,0,19
S10,247,0,0
S10,248,0,0
S10,249,0,0
S10,250,0,0
S10,251,0,0
S10,252,0,65
S10,253,0,73
S10,254,0,14
S10,255,0,0
S10,256,0,0
S10,257,0,0
S10,258,0,0
S10,259,0,0
S10,260,0,0
S10,261,0,0
S10,262,0,0
S10,263,0,0
S10,264,0,0
S10,265,0,0
S10,266,0,0
S10,267,0,0
S10,268,0,0
S10,269,0,16
S10,270,0,156
S10,271,0,7
