Session,ID,Gesture,Frame,Is_Gesture
S05,P012,Symbolic,1,4
S05,P012,Symbolic,2,4
S05,P012,Symbolic,3,4
S05,P012,Symbolic,4,4
S05,P012,Symbolic,5,4
S05,P012,Symbolic,6,4
S05,P012,Symbolic,7,4
S05,P012,Symbolic,8,4
S05,P012,Symbolic,9,4
S05,P012,Symbolic,10,4
S05,P012,Symbolic,11,4
S05,P012,Symbolic,12,4
S05,P012,Symbolic,13,4
S05,P012,Symbolic,14,4
S05,P012,Symbolic,15,4
S05,P012,Symbolic,16,4
S05,P012,Symbolic,17,4
S05,P012,Symbolic,18,4
S05,P012,Symbolic,19,4
S05,P012,Symbolic,20,4
S05,P012,Symbolic,21,4
S05,P012,Symbolic,22,4
S05,P012,Symbolic,23,4
S05,P012,Symbolic,24,4
S05,P012,Symbolic,25,4
S05,P012,Symbolic,26,4
S05,P012,Symbolic,27,4
S05,P012,Symbolic,28,4
S05,P012,Symbolic,29,4
S05,P012,Symbolic,30,4
S05,P012,Symbolic,31,4
S05,P012,Symbolic,32,4
S05,P012,Symbolic,33,4
S05,P012,Symbolic,34,4
S05,P012,Symbolic,35,4
S05,P012,Symbolic,36,4
S05,P012,Symbolic,37,4
S05,P012,Symbolic,38,4
S05,P012,Agestural,39,0
S05,P012,Agestural,40,0
S05,P012,Agestural,41,0
S05,P012,Agestural,42,0
S05,P012,N/A,43,5
S05,P012,N/A,44,5
S05,P012,N/A,45,5
S05,P012,N/A,46,5
S05,P012,N/A,47,5
S05,P012,N/A,48,5
S05,P012,N/A,49,5
S05,P012,N/A,50,5
S05,P012,N/A,51,5
S05,P012,N/A,52,5
S05,P012,N/A,53,5
S05,P012,N/A,54,5
S05,P012,N/A,55,5
S05,P012,N/A,56,5
S05,P012,N/A,57,5
S05,P012,N/A,58,5
S05,P012,N/A,59,5
S05,P012,N/A,60,5
S05,P012,N/A,61,5
S05,P012,N/A,62,5
S05,P012,N/A,63,5
S05,P012,N/A,64,5
S05,P012,N/A,65,5
S05,P012,N/A,66,5
S05,P012,N/A,67,5
S05,P012,N/A,68,5
S05,P012,N/A,69,5
S05,P012,N/A,70,5
S05,P012,N/A,71,5
S05,P012,N/A,72,5
S05,P012,N/A,73,5
S05,P012,N/A,74,5
S05,P012,N/A,75,5
S05,P012,N/A,76,5
S05,P012,N/A,77,5
S05,P012,N/A,78,5
S05,P012,N/A,79,5
S05,P012,N/A,80,5
S05,P012,N/A,81,5
S05,P012,N/A,82,5
S05,P012,N/A,83,5
S05,P012,N/A,84,5
S05,P012,N/A,85,5
S05,P012,N/A,86,5
S05,P012,N/A,87,5
S05,P012,N/A,88,5
S05,P012,N/A,89,5
S05,P012,N/A,90,5
S05,P012,N/A,91,5
S05,P012,N/A,92,5
S05,P012,N/A,93,5
S05,P012,N/A,94,5
S05,P012,N/A,95,5
S05,P012,N/A,96,5
S05,P012,N/A,97,5
S05,P012,N/A,98,5
S05,P012,N/A,99,5
S05,P012,N/A,100,5
S05,P012,N/A,101,5
S05,P012,N/A,102,5
S05,P012,N/A,103,5
S05,P012,N/A,104,5
S05,P012,N/A,105,5
S05,P012,Agestural,106,0
S05,P012,Agestural,107,0
S05,P012,Agestural,108,0
S05,P012,Agestural,109,0
S05,P012,Agestural,110,0
S05,P012,Agestural,111,0
S05,P012,Agestural,112,0
S05,P012,Agestural,113,0
S05,P012,Agestural,114,0
S05,P012,Agestural,115,0
S05,P012,Agestural,116,0
S05,P012,Agestural,117,0
S05,P012,Agestural,118,0
S05,P012,Agestural,119,0
S05,P012,Agestural,120,0
S05,P012,Agestural,121,0
S05,P012,Agestural,122,0
S05,P012,Agestural,123,0
S05,P012,Agestural,124,0
S05,P012,Agestural,125,0
S05,P012,Agestural,126,0
S05,P012,Agestural,127,0
S05,P012,Agestural,128,0
S05,P012,Agestural,129,0
S05,P012,Agestural,130,0
S05,P012,Agestural,131,0
S05,P012,Agestural,132,0
S05,P012,Agestural,133,0
S05,P012,Agestural,134,0
S05,P012,Agestural,135,0
S05,P012,Agestural,136,0
S05,P012,Agestural,137,0
S05,P012,Agestural,138,0
S05,P012,Agestural,139,0
S05,P012,Agestural,140,0
S05,P012,Agestural,141,0
S05,P012,Agestural,142,0
S05,P012,Agestural,143,0
S05,P012,Agestural,144,0
S05,P012,Agestural,145,0
S05,P012,Agestural,146,0
S05,P012,Agestural,147,0
S05,P012,Agestural,148,0
S05,P012,Agestural,149,0
S05,P012,Agestural,150,0
S05,P012,Agestural,151,0
S05,P012,Agestural,152,0
S05,P012,Agestural,153,0
S05,P012,Agestural,154,0
S05,P012,Agestural,155,0
S05,P012,Agestural,156,0
S05,P012,Agestural,157,0
S05,P012,Agestural,158,0
S05,P012,Agestural,159,0
S05,P012,Agestural,160,0
S05,P012,Agestural,161,0
S05,P012,Agestural,162,0
S05,P012,Agestural,163,0
S05,P012,Agestural,164,0
S05,P012,Agestural,165,0
S05,P012,Agestural,166,0
S05,P012,Agestural,167,0
S05,P012,Agestural,168,0
S05,P012,Agestural,169,0
S05,P012,Agestural,170,0
S05,P012,Agestural,171,0
S05,P012,Agestural,172,0
S05,P012,Agestural,173,0
S05,P012,Agestural,174,0
S05,P012,Agestural,175,0
S05,P012,Agestural,176,0
S05,P012,Agestural,177,0
S05,P012,Agestural,178,0
S05,P012,Agestural,179,0
S05,P012,Agestural,180,0
S05,P012,Agestural,181,0
S05,P012,Agestural,182,0
S05,P012,Agestural,183,0
S05,P012,Agestural,184,0
S05,P012,Agestural,185,0
S05,P012,Agestural,186,0
S05,P012,Agestural,187,0
S05,P012,Agestural,188,0
S05,P012,Agestural,189,0
S05,P012,Agestural,190,0
S05,P012,Agestural,191,0
S05,P012,Agestural,192,0
S05,P012,Agestural,193,0
S05,P012,Agestural,194,0
S05,P012,Agestural,195,0
S05,P012,Agestural,196,0
S05,P012,Agestural,197,0
S05,P012,Agestural,198,0
S05,P012,Agestural,199,0
S05,P012,Agestural,200,0
S05,P012,Agestural,201,0
S05,P012,Agestural,202,0
S05,P012,Agestural,203,0
S05,P012,Agestural,204,0
S05,P012,Agestural,205,0
S05,P012,Agestural,206,0
S05,P012,Agestural,207,0
S05,P012,Agestural,208,0
S05,P012,Agestural,209,0
S05,P012,Agestural,210,0
S05,P012,Agestural,211,0
S05,P012,Agestural,212,0
S05,P012,Agestural,213,0
S05,P012,Agestural,214,0
S05,P012,Agestural,215,0
S05,P012,Agestural,216,0
S05,P012,Agestural,217,0
S05,P012,Agestural,218,0
S05,P012,Agestural,219,0
S05,P012,Agestural,220,0
S05,P012,Agestural,221,0
S05,P012,Agestural,222,0
S05,P012,Agestural,223,0
S05,P012,Agestural,224,0
S05,P012,Agestural,225,0
S05,P012,Agestural,226,0
S05,P012,Agestural,227,0
S05,P012,Agestural,228,0
S05,P012,Agestural,229,0
S05,P012,Agestural,230,0
S05,P012,Agestural,231,0
S05,P012,Agestural,232,0
S05,P012,Agestural,233,0
S05,P012,Agestural,234,0
S05,P012,Agestural,235,0
S05,P012,Agestural,236,0
S05,P012,Agestural,237,0
S05,P012,Agestural,238,0
S05,P012,Agestural,239,0
S05,P012,Agestural,240,0
S05,P012,Agestural,241,0
S05,P012,Agestural,242,0
S05,P012,Agestural,243,0
S05,P012,Agestural,244,0
S05,P012,Agestural,245,0
S05,P012,Agestural,246,0
S05,P012,Agestural,247,0
S05,P012,Agestural,248,0
S05,P012,Agestural,249,0
S05,P012,Agestural,250,0
S05,P012,Agestural,251,0
S05,P012,Agestural,252,0
S05,P012,Agestural,253,0
S05,P012,Agestural,254,0
S05,P012,Agestural,255,0
S05,P012,Agestural,256,0
S05,P012,Agestural,257,0
S05,P012,Agestural,258,0
S05,P012,Agestural,259,0
S05,P012,Agestural,260,0
S05,P012,Agestural,261,0
S05,P012,Agestural,262,0
S05,P012,Agestural,263,0
S05,P012,Agestural,264,0
S05,P012,Agestural,265,0
S05,P012,Agestural,266,0
S05,P012,Agestural,267,0
S05,P012,Agestural,268,0
S05,P012,Agestural,269,0
S05,P012,Agestural,270,0
S05,P012,Agestural,271,0
S05,P012,Agestural,272,0
S05,P012,Agestural,273,0
S05,P012,Agestural,274,0
S05,P012,Agestural,275,0
S05,P012,Agestural,276,0
S05,P012,Agestural,277,0
S05,P012,Agestural,278,0
S05,P012,Agestural,279,0
S05,P012,Agestural,280,0
S05,P012,Agestural,281,0
S05,P012,Agestural,282,0
S05,P012,Agestural,283,0
S05,P012,Agestural,284,0
