Session,ID,Frame,MotionEnergy
S04,P010,1,16183
S04,P010,2,621
S04,P010,3,2081
S04,P010,4,2656
S04,P010,5,3520
S04,P010,6,4327
S04,P010,7,3446
S04,P010,8,2772
S04,P010,9,1506
S04,P010,10,1832
S04,P010,11,2863
S04,P010,12,2854
S04,P010,13,1687
S04,P010,14,1063
S04,P010,15,1361
S04,P010,16,900
S04,P010,17,253
S04,P010,18,185
S04,P010,19,62
S04,P010,20,10
S04,P010,21,67
S04,P010,22,157
S04,P010,23,224
S04,P010,24,309
S04,P010,25,265
S04,P010,26,141
S04,P010,27,32
S04,P010,28,175
S04,P010,29,356
S04,P010,30,247
S04,P010,31,34
S04,P010,32,84
S04,P010,33,112
S04,P010,34,98
S04,P010,35,60
S04,P010,36,0
S04,P010,37,124
S04,P010,38,116
S04,P010,39,24
S04,P010,40,0
S04,P010,41,0
S04,P010,42,8
S04,P010,43,8
S04,P010,44,12
S04,P010,45,1
S04,P010,46,6
S04,P010,47,68
S04,P010,48,165
S04,P010,49,260
S04,P010,50,295
S04,P010,51,395
S04,P010,52,327
S04,P010,53,290
S04,P010,54,232
S04,P010,55,180
S04,P010,56,124
S04,P010,57,19
S04,P010,58,1
S04,P010,59,2
S04,P010,60,1
S04,P010,61,3
S04,P010,62,0
S04,P010,63,0
S04,P010,64,5
S04,P010,65,8
S04,P010,66,2
S04,P010,67,0
S04,P010,68,0
S04,P010,69,0
S04,P010,70,0
S04,P010,71,11
S04,P010,72,0
S04,P010,73,0
S04,P010,74,0
S04,P010,75,0
S04,P010,76,0
S04,P010,77,0
S04,P010,78,0
S04,P010,79,0
S04,P010,80,0
S04,P010,81,0
S04,P010,82,0
S04,P010,83,0
S04,P010,84,0
S04,P010,85,0
S04,P010,86,0
S04,P010,87,0
S04,P010,88,0
S04,P010,89,0
S04,P010,90,3
S04,P010,91,12
S04,P010,92,5
S04,P010,93,1
S04,P010,94,0
S04,P010,95,0
S04,P010,96,0
S04,P010,97,0
S04,P010,98,0
S04,P010,99,0
S04,P010,100,0
S04,P010,101,11
S04,P010,102,35
S04,P010,103,37
S04,P010,104,29
S04,P010,105,1
S04,P010,106,2
S04,P010,107,0
S04,P010,108,0
S04,P010,109,0
S04,P010,110,0
S04,P010,111,5
S04,P010,112,0
S04,P010,113,0
S04,P010,114,0
S04,P010,115,0
S04,P010,116,0
S04,P010,117,0
S04,P010,118,0
S04,P010,119,0
S04,P010,120,0
S04,P010,121,0
S04,P010,122,0
S04,P010,123,0
S04,P010,124,0
S04,P010,125,0
S04,P010,126,0
S04,P010,127,0
S04,P010,128,0
S04,P010,129,0
S04,P010,130,0
S04,P010,131,0
S04,P010,132,0
S04,P010,133,0
S04,P010,134,0
S04,P010,135,0
S04,P010,136,0
S04,P010,137,0
S04,P010,138,0
S04,P010,139,0
S04,P010,140,0
S04,P010,141,0
S04,P010,142,0
S04,P010,143,0
S04,P010,144,0
S04,P010,145,0
S04,P010,146,13
